VIDEO_ID,VIDEO_LENGTH_MINUTES,MODULE_INSTANCE_ID
V000005503,86,I2302691
V000012159,147,I2302691
V000018515,133,I2302691
V000026492,133,I2302691
V000017959,132,I2302691
V000025810,158,I2302691
V000025614,180,I2300711
V000004963,175,I2300711
V000030267,181,I2300711
V00000785,184,I2300711
V000005221,169,I2300711
V000014935,217,I2300711
V000024168,164,I2300711
V000006991,683,I2300711
V000019484,16,I2302430
V000021491,31,I2302430
V000023684,18,I2302430
V000026356,52,I2302430
V000013728,47,I2302430
V000027059,51,I2302430
V000019025,49,I2302430
V000020803,68,I2300195
V000016126,37,I2300195
V000005672,62,I2300195
V000005466,65,I2300195
V000017585,69,I2300195
V000030089,70,I2300195
V000022569,64,I2300195
V000001076,46,I2300195
V000015688,33,I2300195
V000009993,125,I2302691
V000020787,167,I2300711
V000004270,118,I2302063
V000019320,44,I2300896
V000023971,5,I2302674
V000028552,5,I2301979
V000007051,96,I2300169
V000019669,6,I2301472
V000010807,7,I2300329
V000015640,2,I2301680
V000003470,6,I2301242
V000011292,20,I2302732
V000022406,22,I2302732
V000016533,18,I2302732
V000027878,12,I2302732
V000014562,1,I2301680
V000003782,15,I2301236
V000008959,13,I2301236
V000004523,46,I2302629
V000022849,51,I2300455
V000003189,7,I2300329
V000006995,2,I2301680
V000004385,55,I2301218
V000029592,43,I2301218
V000018376,49,I2301218
V000017292,62,I2302523
V000025620,54,I2302523
V000025690,60,I2301218
V000020001,59,I2301218
V000003108,66,I2302523
V000007827,63,I2302523
V000005145,53,I2301218
V000007842,48,I2301218
V000006100,53,I2302523
V000016036,46,I2302523
V000018539,49,I2301218
V000028659,57,I2301218
V000011547,58,I2302523
V000002626,49,I2302523
V000005979,49,I2301218
V000002329,59,I2301218
V000003055,57,I2302523
V000024438,60,I2302523
V000025221,58,I2302523
V000027236,51,I2302523
V000027333,48,I2301218
V000026963,52,I2301218
V000014783,46,I2301218
V000001851,49,I2301218
V000021215,59,I2302523
V000013323,48,I2302523
V000026706,44,I2301218
V000014941,53,I2301218
V000005991,70,I2302523
V000021822,58,I2302523
V000009015,50,I2302523
V000028248,50,I2302523
V000020435,44,I2301218
V000029429,41,I2300911
V000016875,57,I2302499
V00000362,15,I2301236
V000017242,15,I2301236
V000025300,7,I2300329
V000007465,5,I2302263
V000023619,3,I2301680
V000001303,1,I2301639
V000002092,27,I2302566
V000011215,15,I2301236
V000005748,6,I2302674
V000011255,6,I2301472
V000019004,37,I2300413
V000021724,8,I2300074
V000013791,41,I2300074
V000009702,16,I2300074
V000025395,8,I2302674
V000005403,32,I2302674
V000028427,52,I2302701
V000029759,40,I2301263
V000011205,58,I2301263
V000024629,14,I2302086
V000024768,61,I2302086
V000007286,76,I2302086
V000004579,14,I2301236
V000023017,1,I2301639
V000028235,1,I2301639
V000004988,6,I2300329
V000024142,2,I2301680
V000006701,6,I2302674
V000001686,8,I2301613
V000012212,6,I2302674
V000027134,6,I2301472
V000025054,6,I2301472
V000021872,92,I2301751
V000019216,90,I2301239
V000006265,94,I2301751
V000001300,116,I2300515
V000004269,83,I2301751
V000009295,90,I2301751
V000003423,6,I2302674
V000001089,6,I2301472
V000030379,6,I2301472
V000023799,7,I2300329
V000025542,1,I2301680
V000014135,32,I2300515
V000020195,65,I2301751
V000015105,68,I2300656
V000024047,87,I2300656
V000022331,100,I2300656
V000021863,61,I2300656
V000013339,15,I2301280
V000024045,88,I2302415
V000014585,83,I2302415
V000015866,69,I2302415
V000017688,79,I2302415
V000018059,72,I2302415
V000009427,99,I2302415
V000028763,54,I2301896
V000008893,88,I2301896
V000011519,95,I2301896
V000019576,117,I2301896
V000028766,101,I2301896
V000020970,96,I2301896
V000023852,100,I2301896
V000026760,103,I2301896
V000018573,111,I2301896
V00000721,100,I2301896
V000015820,42,I2301204
V000005112,53,I2301204
V000026828,63,I2301204
V000016695,47,I2301204
V000026656,56,I2301204
V000016990,62,I2301204
V000019046,67,I2301204
V000007831,60,I2301204
V000027392,58,I2302415
V000023244,62,I2302415
V000013321,63,I2302415
V000018747,70,I2302415
V000018973,2,I2301680
V000022772,102,I2300515
V000020483,92,I2301751
V000002978,104,I2301751
V000030178,100,I2300515
V000008186,103,I2300515
V000002294,86,I2302515
V000021032,87,I2300515
V000003264,88,I2301751
V000003951,99,I2302515
V000002657,95,I2301751
V000005469,84,I2301751
V000029829,1,I2301639
V000003720,11,I2301048
V000027957,60,I2301048
V000002694,53,I2301048
V000016993,100,I2301048
V000021059,96,I2301048
V000007532,97,I2301048
V000004310,83,I2301048
V000026775,85,I2301048
V000014395,103,I2301048
V00000917,14,I2300236
V000007488,55,I2300236
V000012431,76,I2300236
V000024548,77,I2300236
V000025734,12,I2300236
V000020229,87,I2300236
V000004183,74,I2300236
V000028344,17,I2300236
V000003981,62,I2300236
V000016722,88,I2300236
V000029166,6,I2300236
V000014606,97,I2300236
V000008906,16,I2301236
V000028604,71,I2301999
V000013725,92,I2301999
V000003369,66,I2301999
V000023138,69,I2301999
V000005633,75,I2301178
V000001848,67,I2301178
V000017991,75,I2301178
V000028533,66,I2301178
V000020133,79,I2301999
V000001237,6,I2302674
V000011479,2,I2301680
V000020737,6,I2300329
V000023874,26,I2302088
V000012300,94,I2300101
V000016387,52,I2300532
V000022784,98,I2300101
V000009029,107,I2300101
V000004241,93,I2300101
V000030291,87,I2300101
V000014159,99,I2300101
V000010340,97,I2300101
V000030085,102,I2300101
V000024882,67,I2300532
V000023063,89,I2300532
V000002787,79,I2300532
V000013238,82,I2300532
V00000869,94,I2300532
V000025834,90,I2300532
V000002139,92,I2300532
V000002881,73,I2300532
V000026395,87,I2300532
V000004096,95,I2300532
V000006422,111,I2300532
V000012471,99,I2300532
V000004391,109,I2300532
V000016225,98,I2300532
V000029481,100,I2300532
V000026367,109,I2300532
V000027874,99,I2300532
V000027790,6,I2302674
V000004369,64,I2300413
V000021948,44,I2300413
V000006279,6,I2301472
V000015660,6,I2301472
V000005118,5,I2302263
V000008628,3,I2301680
V000030199,116,I2301965
V000024162,128,I2301965
V000002654,26,I2301965
V000029828,59,I2301965
V000007767,116,I2301965
V000014455,131,I2301965
V000029139,113,I2301965
V000012750,123,I2301965
V000011335,109,I2301965
V000003338,35,I2301965
V000023031,130,I2301965
V000029480,93,I2301965
V000020421,103,I2301965
V000023452,100,I2301965
V000021776,110,I2301965
V000025804,104,I2301965
V000009282,120,I2301965
V00000805,109,I2301965
V000005732,126,I2302614
V000013089,116,I2302614
V000018271,116,I2302614
V000008664,122,I2302614
V000018162,116,I2302614
V000018042,122,I2302614
V000011304,109,I2302614
V000024091,74,I2301205
V000018098,123,I2302614
V000024001,111,I2302614
V000015388,128,I2302614
V000026161,222,I2300645
V000020522,165,I2300885
V000027583,166,I2300885
V000018382,179,I2300885
V000011347,113,I2300885
V000029081,143,I2300885
V000014544,113,I2300885
V000013201,147,I2300885
V000019504,132,I2300885
V000029399,155,I2300885
V000018776,1,I2301639
V000009317,1,I2301639
V000023108,1,I2301639
V000014354,7,I2300329
V000021334,1,I2301639
V000001943,1,I2301639
V000007627,2,I2301680
V000002627,7,I2300329
V000007293,7,I2300329
V000001162,63,I2301462
V000015371,15,I2301280
V000003546,41,I2302631
V000023035,5,I2301535
V000030394,8,I2301759
V000007750,5,I2301979
V000006328,9,I2302621
V000010406,13,I2302621
V000009032,23,I2302621
V000029209,8,I2302621
V000008529,14,I2302621
V000006656,25,I2302621
V000019038,15,I2302621
V000006172,22,I2302621
V000019253,4,I2302621
V000024828,37,I2302621
V000006388,11,I2302621
V000020566,17,I2302621
V000009781,26,I2301426
V000016940,25,I2301426
V000008313,34,I2301426
V000008943,38,I2301426
V000002278,35,I2301426
V000005929,37,I2301426
V000026188,34,I2301426
V000001780,8,I2301759
V000015108,5,I2301535
V000001151,5,I2301535
V000030287,7,I2300329
V000015069,2,I2301680
V000029637,7,I2300329
V000024468,8,I2301759
V000017379,4,I2301535
V000017654,131,I2300166
V000002726,127,I2300166
V000017888,96,I2300166
V00000703,133,I2300166
V000021007,168,I2300166
V000023768,147,I2300497
V000010326,144,I2300497
V000012618,136,I2300497
V000024959,154,I2300497
V000022991,158,I2300497
V00000784,7,I2301613
V000003029,7,I2301759
V000028160,5,I2301535
V000006692,79,I2300006
V000028128,88,I2300869
V000006026,87,I2300006
V000007256,82,I2300869
V000023326,89,I2300006
V000028349,77,I2300006
V000024157,88,I2300006
V000025958,81,I2300869
V000010234,78,I2300006
V000007792,86,I2300869
V000017148,79,I2300006
V000010189,85,I2300006
V00000389,84,I2300006
V000008351,87,I2300869
V000017559,78,I2300006
V000012469,73,I2300869
V000022563,79,I2300006
V000019852,91,I2300006
V000012400,114,I2300006
V000021856,6,I2300006
V000023601,88,I2300869
V000009442,83,I2300006
V000006669,101,I2300869
V000028807,57,I2300006
V000016208,86,I2300006
V000019666,81,I2300006
V000022035,93,I2300869
V000029369,89,I2300006
V000007819,98,I2300869
V000008594,92,I2300006
V000005091,84,I2300006
V000028073,81,I2300006
V000021561,75,I2300869
V000028586,79,I2300006
V000021227,96,I2300869
V000023801,94,I2300006
V000028122,78,I2300006
V000018665,77,I2300006
V000028819,76,I2300869
V000009246,78,I2300006
V000028833,80,I2300869
V000021454,79,I2300006
V000015960,94,I2300006
V000013736,100,I2300006
V000017277,91,I2300869
V000016350,82,I2300006
V000029556,60,I2301548
V000007115,6,I2301535
V000020356,14,I2301236
V000024315,5,I2302263
V000024313,1,I2301680
V000026940,7,I2300329
V000003266,50,I2301548
V000029927,8,I2301759
V000026299,14,I2301236
V000011685,34,I2302671
V000025705,100,I2301153
V000015243,104,I2301153
V000009030,14,I2301236
V000027552,6,I2301535
V000016892,5,I2301535
V000010357,45,I2300558
V000022466,43,I2300558
V000017627,47,I2300558
V000023269,50,I2300558
V000020178,53,I2300558
V000004707,50,I2300558
V000012240,58,I2300558
V000024395,58,I2300558
V000015659,59,I2300558
V000027114,63,I2300558
V000002687,75,I2300558
V000003217,52,I2300558
V000003916,97,I2300869
V000029724,84,I2300006
V000024098,74,I2300006
V00000946,83,I2300006
V000011558,72,I2300869
V000003856,80,I2300006
V000017135,85,I2300869
V000004203,84,I2300006
V000024724,82,I2300006
V000007455,3,I2301680
V000005727,103,I2301153
V000023359,107,I2301153
V000019091,101,I2301153
V000005681,23,I2301153
V000011418,236,I2301153
V000002025,116,I2301153
V000024934,108,I2301153
V000020838,104,I2301153
V000023569,50,I2300558
V000011549,49,I2300558
V000020958,61,I2300558
V000010405,61,I2300558
V000012866,56,I2300558
V000008974,63,I2300558
V000011113,64,I2300558
V000003290,67,I2300558
V000019722,342,I2300558
V000004686,497,I2300558
V000017343,64,I2300558
V000024664,63,I2300558
V000018378,63,I2300558
V000017275,81,I2300558
V000005520,62,I2300558
V000026242,64,I2300558
V000027765,67,I2300558
V000018585,53,I2300558
V000005043,66,I2300558
V000027296,63,I2300558
V000001638,64,I2300558
V000016672,61,I2300558
V000004144,70,I2300558
V000028929,75,I2300558
V000021371,98,I2300442
V00000873,1,I2301639
V000013508,104,I2300442
V000015469,99,I2300442
V000022751,112,I2300442
V000005552,110,I2300442
V000016426,106,I2300442
V000023199,116,I2300442
V000026386,101,I2300442
V000005558,101,I2300442
V000005818,113,I2300442
V000004464,116,I2300442
V000005354,105,I2300442
V000013232,101,I2300442
V00000607,100,I2300442
V000004618,104,I2300442
V000014118,102,I2300442
V000018672,105,I2300442
V000006630,102,I2300442
V000016380,82,I2300052
V000016254,73,I2300052
V000001852,113,I2300052
V000019640,70,I2300052
V000013421,52,I2300052
V000026515,67,I2300052
V000002308,6,I2300329
V000008360,1,I2301680
V000021237,1,I2301639
V000026139,1,I2301639
V000007879,110,I2300012
V000024055,114,I2300012
V000011173,117,I2300012
V00000426,121,I2300012
V000016508,124,I2300012
V00000195,56,I2300012
V000020335,7,I2301242
V000027911,33,I2300078
V000020696,55,I2300078
V000024123,87,I2302032
V000003241,68,I2302032
V000010031,5,I2301535
V000006649,125,I2302032
V000011194,168,I2302032
V000019567,101,I2302032
V000026850,66,I2302032
V000010577,18,I2302032
V000017028,115,I2300078
V000010690,187,I2300078
V000016781,85,I2300078
V000010779,186,I2300078
V000013868,6,I2301472
V000015675,85,I2300078
V000024759,112,I2300078
V000007909,182,I2300078
V000013278,183,I2300078
V000007424,2,I2301680
V000012356,1,I2301639
V000020186,5,I2302263
V000006753,20,I2302032
V000023088,41,I2301065
V000026906,48,I2301065
V000011263,46,I2301065
V000027342,50,I2301065
V000027122,62,I2301065
V000029649,55,I2301065
V000007501,57,I2301065
V000015632,42,I2301065
V000026126,40,I2301065
V000009986,44,I2301065
V000026810,45,I2301065
V000028816,39,I2301065
V000029632,57,I2301065
V000014750,48,I2301065
V000013542,54,I2301065
V000014686,61,I2301065
V000008691,62,I2301065
V000002053,57,I2301065
V000003017,59,I2301065
V000008472,51,I2301065
V000023596,6,I2301472
V000009283,60,I2301065
V000006329,49,I2301065
V000013371,58,I2301065
V000004791,60,I2301065
V000007741,58,I2301065
V000003431,55,I2301065
V000013962,59,I2301065
V000021778,55,I2301065
V000004985,55,I2301065
V000005066,61,I2301065
V000009221,46,I2301065
V000012282,47,I2301065
V000018318,52,I2301065
V000014403,49,I2301065
V000021459,51,I2301065
V000019316,5,I2302674
V000025284,1,I2302674
V000019382,5,I2302674
V000012091,62,I2300413
V000017213,6,I2302674
V000001511,93,I2302032
V000003653,171,I2302032
V000011013,15,I2301280
V000019981,6,I2302674
V000015827,1,I2301639
V000008290,1,I2301639
V000001003,12,I2301236
V000026919,7,I2300329
V000011328,5,I2301979
V000017049,1,I2301680
V000016275,8,I2301613
V000015122,3,I2301680
V000019885,49,I2301202
V000022867,62,I2302086
V000020367,9,I2302086
V000010740,75,I2302086
V00000322,9,I2302086
V000013778,6,I2301472
V000029357,6,I2301472
V000021230,6,I2301472
V000026039,6,I2301472
V000014031,6,I2301472
V000008310,7,I2301472
V000003508,34,I2301472
V000025027,41,I2302701
V000022899,34,I2302701
V000020920,54,I2301798
V000010149,6,I2302674
V000023678,6,I2302674
V000028607,6,I2302674
V000023753,6,I2302674
V000018380,6,I2302674
V000025989,6,I2302674
V000012186,6,I2302674
V000028388,6,I2302674
V000009931,5,I2302674
V000012905,6,I2302674
V000002227,6,I2302674
V000015226,6,I2302674
V000029242,1,I2302674
V000002966,6,I2302674
V000016744,183,I2300176
V000015566,80,I2302153
V000018371,88,I2300006
V000026359,144,I2300176
V000009773,92,I2302153
V000030317,77,I2302153
V000008381,79,I2302153
V000012868,93,I2302153
V000022952,137,I2300176
V000015834,85,I2302153
V000004084,76,I2302153
V000016670,7,I2300329
V000018878,2,I2301680
V000027885,55,I2301784
V00000908,58,I2301506
V000002068,48,I2301506
V000026710,66,I2301999
V000026109,54,I2301999
V000025955,57,I2301999
V000026761,57,I2301784
V000011230,52,I2301784
V000004396,42,I2301784
V000023517,47,I2301784
V000012857,47,I2300087
V000013515,49,I2300087
V000028934,5,I2301535
V000026462,56,I2301784
V000011062,49,I2301784
V000020812,95,I2301999
V000017876,84,I2301999
V000030293,106,I2301999
V000017750,7,I2301759
V000007131,208,I2302349
V000020010,186,I2302349
V000015150,117,I2302096
V000024885,118,I2302096
V000008554,101,I2302096
V000029118,89,I2302096
V000029105,72,I2302096
V000019817,103,I2302096
V000024752,101,I2302096
V000003084,98,I2302096
V000004193,105,I2302096
V000006679,86,I2302096
V000016032,81,I2302096
V000023529,91,I2302096
V000001060,105,I2302096
V000006420,92,I2302096
V000013995,80,I2302096
V000011677,56,I2302096
V000008942,1,I2301639
V000026471,6,I2301472
V000010491,52,I2300660
V000008410,1,I2301639
V000002868,6,I2302674
V000022607,75,I2302153
V000011917,143,I2300176
V000026220,87,I2302153
V000007817,73,I2302153
V00000757,94,I2302153
V000026285,80,I2302153
V000012225,126,I2300176
V000003817,82,I2302153
V000015193,101,I2302153
V000006848,82,I2302153
V000007985,83,I2302153
V000004512,176,I2300176
V000023936,86,I2302153
V000006705,83,I2302153
V000025900,83,I2302153
V000017276,84,I2302153
V000001613,73,I2300176
V000007230,421,I2302153
V000022266,407,I2302153
V000018591,84,I2302153
V000017912,85,I2302153
V000014228,153,I2300176
V000028341,85,I2302153
V000022748,85,I2302153
V000005287,87,I2302153
V000012195,84,I2302153
V000003632,134,I2300176
V000013374,89,I2302153
V000023675,87,I2302153
V000011948,80,I2302153
V000020715,84,I2302153
V000002209,146,I2300176
V000022650,124,I2302153
V000008720,121,I2302153
V000004470,156,I2300742
V000013174,178,I2300742
V000027315,175,I2300742
V000001073,58,I2301784
V000014664,55,I2301784
V000030167,66,I2301506
V000021751,66,I2301506
V000004377,55,I2301784
V000013059,57,I2301784
V000014372,65,I2301999
V000013798,66,I2301999
V000003643,68,I2301999
V000023282,59,I2300087
V000011293,64,I2300087
V000008826,48,I2301784
V000009363,15,I2301236
V000026538,5,I2302263
V000021035,134,I2302465
V000014140,115,I2302465
V000026111,114,I2300795
V000013848,120,I2300795
V000009200,113,I2302465
V000002502,124,I2300795
V000019252,181,I2300795
V000011214,111,I2302465
V000028512,116,I2300795
V000024359,116,I2300795
V000012170,109,I2302465
V000011730,112,I2300795
V000028965,111,I2300795
V000022457,117,I2302465
V000025939,170,I2300795
V000024933,119,I2300795
V000024492,114,I2300795
V000002745,114,I2302465
V000028064,118,I2300795
V000007603,113,I2302465
V000010689,167,I2300795
V000012686,125,I2300795
V000005189,111,I2302465
V00000734,118,I2300795
V000012196,111,I2300795
V000014924,116,I2300795
V000030180,122,I2300795
V000010868,100,I2302465
V000015732,120,I2302465
V00000953,104,I2302465
V000010088,16,I2301236
V000027951,1,I2301639
V000008829,7,I2300329
V000020120,8,I2301613
V000012118,3,I2301680
V000022755,27,I2302674
V00000827,29,I2302674
V000004824,50,I2302674
V000012254,48,I2302674
V000030036,3,I2301054
V000018565,2,I2301054
V000001040,15,I2301280
V000027194,51,I2301927
V000028849,52,I2301927
V000011300,56,I2301927
V000028735,52,I2301927
V000011391,51,I2301927
V000007400,47,I2301927
V000027386,7,I2300329
V000019974,6,I2301472
V000019215,1,I2301680
V000020606,2,I2301639
V000014560,1,I2301639
V000010274,1,I2301639
V000021923,113,I2301664
V000014091,117,I2301664
V000013056,109,I2301664
V000022597,112,I2301664
V000017634,117,I2301664
V000005133,111,I2301664
V000014450,111,I2301664
V000023929,118,I2301664
V000009485,111,I2301664
V00000538,105,I2301664
V000014887,2,I2301680
V000004697,1,I2300004
V000028040,49,I2300004
V000019092,55,I2300278
V000016791,43,I2300278
V000023831,56,I2300004
V000009924,66,I2300004
V000007474,6,I2300329
V000004934,56,I2300004
V000030257,58,I2300278
V000009034,53,I2300004
V000010172,63,I2300004
V000016972,47,I2300278
V000009715,67,I2300004
V000018914,58,I2300004
V000006179,51,I2300278
V000008947,59,I2300278
V000007421,60,I2300004
V000013475,65,I2300004
V000018140,2,I2301680
